Professor,Keywords
Shaoqin Gong,flexible photoelectronics; form-stable phase change materials; IR responsive electrical conductivity; multi-walled carbon nanotubes; polymer nanocomposites
Shaoqin Gong,atomic layer deposition; polymer doping; sequential infiltration synthesis; triboelectric nanogenerator
Shaoqin Gong,
Shaoqin Gong,bio-degradable and flexible device; Cellulose nanofibrillated fiber; Si nanomembranes
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Cellulose nanofibrils (CNFs); Mechanical properties; Organic aerogels; Polydimethylsiloxane; Unidirectional freeze-drying
Shaoqin Gong,Direct transfer printing; GaN LEDs; Laser lift-off
Shaoqin Gong,Bioimaging probe; Cancer theranostics; Drug delivery; Drug nanocarrier; Self-fluorescence; Unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,aerogels; all-solid-state supercapacitors; carbon nanotube; cellulose nanofibrils; graphene
Shaoqin Gong,form-stable phase change material; graphene; photoresponsive; polymer nanocomposites; reversible electrical resistivity
Shaoqin Gong,CRGD; Drug loading; PAMAM dendrimer; Targeted delivery; ?-Cyclodextrin
Shaoqin Gong,64Cu; angiogenesis; brush polymer; brush-shaped amphiphilic block copolymer; cancer; CD105; nanocarriers; positron emission tomography (PET); theranostics; unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Foams; Glass fibers; Mechanical testing; Sandwich structure; Wood-based laminate paper
Shaoqin Gong,Dielectric property; Elastomer; Nanocomposites; Silver nanowire; Thermoplastic polyurethane
Shaoqin Gong,Anticancer agents; Cancer; Chemosensitizers; Multidrug resistance; Nanocarriers; RNAi therapy
Shaoqin Gong,
Shaoqin Gong,CD105 (endoglin); Dendritic amphiphilic block copolymer; Molecular imaging; Nanocarriers; Positron emission tomography (PET); Unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,Dendriplexes; DNA; Gene delivery; Lectin; Lipoplexes; Nanocarriers; Polyplexes; SiRNA; Transfection
Shaoqin Gong,cellulose nanofibrils; graphene oxide; hydrophobicity; nanocomposites; organic aerogels; thermal conductivity
Shaoqin Gong,Aptamer; Drug delivery; Hyperbranched amphiphilic block polymer; Tumor targeted; Unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,Cancer; cRGD peptide; Drug delivery; Gold nanorod (GNR); Nanoparticles; Positron emission tomography (PET); Tumor targeting
Shaoqin Gong,
Shaoqin Gong,Cyclic arginine-glycine-aspartic acid (cRGD) peptide; Drug delivery; Hyperbranched amphiphilic block copolymer; Positron emission tomography (PET); Theranostic nanocarriers; Unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,Biobased; Biodegradable; Biomedical applications; Crystallinity; Mechanical properties; Microcellular injection molding; PHBV; Polymer; Thermal properties; Viscoelastic properties
Shaoqin Gong,
Shaoqin Gong,Cancer biomarker; Graphene; Prostate specific antigen; Quantum dot
Shaoqin Gong,
Shaoqin Gong,Drug delivery; Magnetic resonance imaging (MRI); Nanomedicine; Positron emission tomography (PET); Superparamagnetic iron oxide
Shaoqin Gong,Crosslinked inner hydrophilic layer; Targeted cancer therapy; Ultrasensitive MR imaging; Wormlike vesicles
Shaoqin Gong,Cancer therapy; Drug delivery; Iron oxide; Magnetic resonance imaging; Nanoparticles; Polymer vesicles; Triblock copolymers
Shaoqin Gong,Cancer biomarker; Graphene; Horseradish peroxidase; Prostate-specific antigen; Thionine
Shaoqin Gong,
Shaoqin Gong,Injection molding; Mechanical properties; Polymer-matrix composites (PMCs)
Shaoqin Gong,Biodegradability; Carbon nanotube nanocomposites; Polylactide; Thermal degradation properties; Viscoelastic properties
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Coir fiber; Mechanical properties; Microcellular injection-molding; PHBV; Surface treatment
Shaoqin Gong,Composite; Controlled release; Hydrogel; Molecularly imprinted nanospheres
Shaoqin Gong,
Shaoqin Gong,Electrochemistry; Enzyme; Immunosensor; Mesoporous silica nanoparticle
Shaoqin Gong,
Shaoqin Gong,Compatibilization; Microcellular extrusion foaming; PBAT; PLA
Shaoqin Gong,Coir fiber; Mechanical Properties; Microcellular Injection-molding; PHBV; Surface Treatment
Shaoqin Gong,
Shaoqin Gong,Biobased; Biodegradable; Flax fiber; Injection-molding; Microcellular; Polylactide
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Biodegradable; Photopolymerizable macromonomers; Poly(trimethylene carbonate) networks; Tissue engineering scaffold
Shaoqin Gong,Amphiphilic gold nanoparticles; Controlled release; Drug delivery; Micelles; Polycaprolactone
Shaoqin Gong,Cellular uptake; Cytotoxicity; Drug delivery; Gold nanoparticles; pH-sensitive; Tumor-targeted
Shaoqin Gong,Cellular uptake; Cytotoxicity; Drug delivery; pH-sensitive; Tumor-targeted; Unimolecular micelles
Shaoqin Gong,
Shaoqin Gong,Biodegradable; Drug delivery systems; Hyper-branched; Micelles; Synthesis
Shaoqin Gong,
Shaoqin Gong,Core/shell polymers; Drug delivery systems; Micelles; Synthesis; Thermosensitive
Shaoqin Gong,
Shaoqin Gong,Amperometric detection; Boltron® H40; Covalent immobilization; Gold nanoparticles; Urea biosensor
Shaoqin Gong,Cellular uptake; Cytotoxicity; Drug delivery; In vitro degradation; Unimolecular micelles
Shaoqin Gong,Biodegradable; Chain-extender; Injection-molding; Microcellular; Polylactide
Shaoqin Gong,Adsorption; Modulation; Molecular imprinting; Molecular recognition; Polymers; Thermal properties
Shaoqin Gong,Drug delivery; Hyperbranched polymer; Poly(?-caprolactone); Unimolecular micelles
Shaoqin Gong,Breast cancer detection; cDNA immobilization; Chitosan-co-polyaniline; Electrochemical biosensor
Shaoqin Gong,Biobased; Composite; Crystallization; Halpin-Tsai; Molecular weight; Polylactide; Recycled wood fiber; Silane
Shaoqin Gong,Biodegradable hydrogels; Cytocompatibility; Guar gum-methacrylate; Photopolymerizable macromonomer; Tissue engineering scaffold
Shaoqin Gong,Microwave irradiation; Ring-opening polymerization; Trimethylene carbonate; Zinc lactate
Shaoqin Gong,Chitosan; Cholesterol biosensor; Cholesterol oxidase; Electrochemical study; Multiwall carbon nanotubes
Shaoqin Gong,A. Polymer-matrix composites (PMCs); A. Theromosetting resin; B. Cure behavior; B. Mechanical properties
Shaoqin Gong,Carbon nanotube; Infrared actuation; Nanocomposite; Nematic liquid crystalline elastomer
Shaoqin Gong,Biodegradable; Chain-extender; Microcellular foaming; Polylactide
Shaoqin Gong,Chitosan; Controlled release; Cytotoxicity; Poly(N-vinylcaprolactam); Stimuli-responsive
Shaoqin Gong,?-Cyclodextrin; Carboxymethyl chitosan; Drug delivery; Mucoadhesive
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Microwave; Poly(ethylene glycol); Thermal property; Triblock copolymer; Trimethylene carbonate
Shaoqin Gong,D. Infrared (IR) spectroscopy; D. Photoelectron spectroscopy (XPS); D. Scanning electron microscopy (SEM); D. Transmission electron microscopy (TEM); Optical polymer nanocomposites
Shaoqin Gong,
Shaoqin Gong,Biodegradable; Biomaterials; Ionic liquid; Microwave; Polycarbonates; Ring-opening polymerization; Trimethylene carbonate
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Ethylene glycol; Microwave; Ring-opening polymerization; Trimethylene carbonate
Shaoqin Gong,Amphiphilic; Copolymerization; Networks
Shaoqin Gong,Nanocomposites; Nanotechnology; UV-vis spectroscopy
Shaoqin Gong,Microwave; Montmorillonite; Nanocomposites; Poly(?-caprolactone); Ring-opening polymerization
Shaoqin Gong,Diblock copolymers; L-lactide; Methoxy poly(ethylene glycol); Microwave; Ring-opening polymerization
Shaoqin Gong,?-caprolactone; Microwave; Montmorillonite clay; Nanocomposites; Ring-opening polymerization
Shaoqin Gong,
Shaoqin Gong,Irradiation; Microwave; PLLA-PEG-PLLA triblock copolymer; Poly (L-lactide); Polyethylene glycol; Ring-opening polymerization
Shaoqin Gong,?-caprolactone; Ionic liquids; Microwave irradiation; Ring-opening polymerization; Synthesis
Shaoqin Gong,Microcellular injection molding; Montmorillonite; Nanoclay; Nanocomposite; PLA; Polylactide
Shaoqin Gong,
Shaoqin Gong,Carbon dioxide; Diffusion coefficient; Equation-of-state; Nitrogen; PLA; Solubility
Shaoqin Gong,CO 2; N 2; PLA; Solubility
Shaoqin Gong,
Shaoqin Gong,Biodegradable; Nanoclay; Nanocomposites; Polylactide (PLA)
Shaoqin Gong,Biodegradable; Composites; Core-shell rubber; Mechanical properties; Melt intercalation; Nanoclay; Polylactide
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Cell morphology; Microcellular injection molding; Montmorillonite (MMT); Nanocomposites; Polyamide-6
Shaoqin Gong,Crystallization; Microcellular injection molding; Montmorillonite (MMT); Nanocomposite; Polyamide-6
Shaoqin Gong,Core-shell rubber; Microcellular injection molding; Polyamide-6
Darryl Thelen,Kalman filter; Shear wave tensiometry; Tendon mechanics
Darryl Thelen,Achilles; Field-based measurement; Inertial measurement units; Locomotion; Muscle-tendon mechanics; Noninvasive; Shear wave tensiometry; Work loop
Darryl Thelen,musculoskeletal model; statical shape model; tibial tubercle osteotomy
Darryl Thelen,electromyography; gait; motor control; muscle coordination; muscle synergy; traumatic brain injury
Darryl Thelen,Achilles tendon force; cerebral palsy gait; motor disorders; muscle-tendon work loops; shear wave tensiometer
Darryl Thelen,Fibrous soft tissue; Finite element model; Ligament; Probabilistic analysis; Shear wave tensiometry; Tendon
Darryl Thelen,joint morphology; knee extension moment arm; patellofemoral joint mechanics
Darryl Thelen,joint mechanics; ligament forces; morphology; patellofemoral joint; Wiberg patella classification
Darryl Thelen,Pediatric gait database; Shear wave tensiometry; Subject-specific calibration; Tendon force; Tendon stress
Darryl Thelen,Achilles tendon; Aging; Bound water; T2*; Tendinopathy; Ultrashort TE
Darryl Thelen,ACL reconstruction; anatomic graft placement; biomechanics; osteoarthritis
Darryl Thelen,Achilles; Field-based measurement; Locomotion; Muscle-tendon mechanics; Noninvasive; Shear wave tensiometry
Darryl Thelen,Aging gait; Shear wave tensiometer; Subject-specific calibration; Tendon force; Tendon stress
Darryl Thelen,Non-invasive sensor; Robotic gait simulation; Shear wave tensiometer; Tendon load
Darryl Thelen,Aging; Finite element modeling; Interfibrillar matrix; Shear modulus; Tendon fascicle
Darryl Thelen,Non-invasive intraoperative sensor development; Orthopedic surgery; Shear wave tensiometry; Soft tissue balancing; Total knee arthroplasty
Darryl Thelen,FEBio finite element model; Parametric sensor design; Shear wave tensiometry; Soft tissue balance; Total knee arthroplasty TKA
Darryl Thelen,
Darryl Thelen,Achilles tendon force; center of pressure; posturography; shear wave tensiometer
Darryl Thelen,
Darryl Thelen,Contact forces; Ligament strain; Malalignment; Osteoarthritis; Tibial slope
Darryl Thelen,Balance; Gait; Optical flow; Stochastic resonance; Sub-threshold vibration; Virtual reality
Darryl Thelen,absolute nodal coordinate formulation (ANCF); collagen fibres; deformable mesh contact; fibre orientation; Knee articular cartilage; principal strains; superficial zone
Darryl Thelen,Ex vivo mechanical testing; Non-invasive tendon stress measurement; Shear wave speed; Tendon mechanics
Darryl Thelen,Knee kinematics; Knee mechanics; Musculoskeletal model; Statistical shape model
Darryl Thelen,Aging; Dual task; EMG; Gait; Muscle coactivation; Visual feedback
Darryl Thelen,Anterior cruciate ligament; Cartilage loading; Meniscus; Musculoskeletal modeling; Neuromuscular coordination
Darryl Thelen,Contact pressures; Knee loading; Motion analysis; Musculoskeletal modeling; Stair negotiation
Darryl Thelen,
Darryl Thelen,Rehabilitation; Rotator Cuff; Trigger points; Ultrasonography
Darryl Thelen,
Darryl Thelen,collision detection; elastic foundation; Joint contact; multibody dynamics; musculoskeletal models
Darryl Thelen,Cerebral palsy; Knee extensor lag; Moment arm; Patella alta; Quadriceps insufficiency; Tibiofemoral joint
Darryl Thelen,Anterior cruciate ligament graft; Anterior cruciate ligament reconstruction; Cartilage; Knee; MRI; Osteoarthritis
Darryl Thelen,Balance; EMG; Muscle coordination; Temporal activation patterns; Walking
Darryl Thelen,Cartilage Pressure; COMAK; Concurrent Simulation; Contact Force; Force Dependent Kinematics; Inverse Dynamics; Joint Mechanics; Knee; Ligament Force; Multibody; Musculoskeletal Model; Optimization; Secondary Kinematics; Simulation
Darryl Thelen,Cartilage pressure; Contact forces; Knee; Motion analysis; Osteochondral injuries
Darryl Thelen,Biomechanics; Speckle tracking; Strain; Ultrasound
Darryl Thelen,Cartilage contact pressure; Cerebral palsy; Knee mechanics; Patella baja; Patellofemoral joint
Darryl Thelen,Cerebral palsy; Crouch gait; Surgical simulation
Darryl Thelen,ACL reconstruction; biomechanics; knee kinematics; MRI
Darryl Thelen,
Darryl Thelen,Gait; posture; sensorimotor; stability; virtual reality
Darryl Thelen,Forward dynamics; Mechanical power; Metabolic energy; Musculoskeletal modeling; Plantarflexor
Darryl Thelen,
Darryl Thelen,Distal-to-proximal; Dynamic simulations; Joint power
Darryl Thelen,Aging; Compliance; Elastography; Tendon; Ultrasound
Darryl Thelen,Computational model; Connective tissue; Finite element; MRI; Soft tissue
Darryl Thelen,Cerebral palsy; Knee extensor; Moment arm; Patella alta; Patella baja; Patella position
Darryl Thelen,Gait; musculoskeletal model; plantarflexors; triceps surae; ultrasound
Darryl Thelen,
Darryl Thelen,Biomechanics; Dynamic MRI; Knee kinematics; Validation
Darryl Thelen,Biomechanics; dissemination; joint; joint mechanics; mechanics; model; musculoskeletal; publishing; repeatability; reproducibility; sharing; simulation; tissue; tissue mechanics
Darryl Thelen,Aging; Biomechanics; Musculoskeletal modeling; Plantarflexor; Simulation; Ultrasound
Darryl Thelen,Anterior cruciate ligament reconstruction; Biomarkers; Biomechanics; Cartilage; Dynamic MRI; Thickness
Darryl Thelen,
Darryl Thelen,forward dynamics; hierarchical marker set; inverse kinematics; marker clusters
Darryl Thelen,exposure assessment; hand activity level; marker-less video tracking; repetitive motion; work-related musculoskeletal disorders
Darryl Thelen,Computational biomechanics; Elastic foundation model; Gait; Knee mechanics
Darryl Thelen,Aging; Dual task; Dynamic balance; Optical flow; Virtual reality
Darryl Thelen,Patellofemoral kinematics; Patellofemoral pain; Step length; Vastus medialis strengthening
Darryl Thelen,Elderly; Gait; Kinetics; Triceps surae; Ultrasound
Darryl Thelen,aging; aponeurosis; supersonic shear imaging; tendon compliance; triceps surae
Darryl Thelen,Non-uniform motion; Ultrasound speckle tracking
Darryl Thelen,Elderly; Optical flow; Sensorimotor; Stability; Virtual reality
Darryl Thelen,Rabbit achilles; Tendon repair; Tendon stiffness; Ultrasound shear wave elastography
Darryl Thelen,Elastography; Gait; Plantarflexor; Triceps surae; Ultrasound
Darryl Thelen,Acoustoelastic; Damage; Mechanics; Tear; Tendon; Ultrasound
Darryl Thelen,cartilage contact; computational biomechanics; probabilistic analysis; simulation
Darryl Thelen,Gait analysis; Ground reaction forces; Knee; Patellofemoral; Running injury
Darryl Thelen,Gait retraining; Hip injury; Modeling; Running injury; Step rate
Darryl Thelen,Achilles tendon; Non-uniform motion; Ultrasound elastography
Darryl Thelen,Biarticular muscle; Dynamic muscle function; Electrical stimulation; Forward dynamics; Induced motion
Darryl Thelen,Noninvasive mechanics; Shear wave elastography; Shear wave imaging; Tendon mechanics; Ultrasound elastography
Darryl Thelen,Computer Model; Gait; Knee Contact; Osteoarthritis
Darryl Thelen,CADENCE; KNEE; PATELLOFEMORAL PAIN; REHABILITATION; STRIDE LENGTH
Darryl Thelen,Tendon mechanics; Ultrasound elastography
Darryl Thelen,computational biomechanics; forward dynamics; knee contact forces; muscle forces; validation
Darryl Thelen,Mechanics; Rotator cuff; Tendon
Darryl Thelen,active lengthening; Acute strain injury; athletes; finite-element model; hamstrings
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,Biarticular muscles; Electrical stimulation; Gastrocnemius; Muscle function; Soleus
Darryl Thelen,Cine-phase contrast imaging; Eccentric contraction; Finite helical axis; Moment arm; Musculoskeletal models; Patellar tendon
Darryl Thelen,Crouch gait; Electrical stimulation; Forward dynamics; Muscle function
Darryl Thelen,gastrocnemius; muscle stiffness; shear wave elastography
Darryl Thelen,dynamic imaging; joint motion; knee mechanics; VIPR
Darryl Thelen,Strain patterns; Tendon; Ultrasound elastography
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,Cyclist's Palsy; Dynamic pressure mapping; Hypothenar pressure; Road cycling; Wrist posture
Darryl Thelen,Hamstring strain; Muscle injury; Prevention; Rehabilitation; Running mechanics
Darryl Thelen,Acute strain injury; forward dynamic simulation; motion analysis; muscle mechanics; musculoskeletal model
Darryl Thelen,Bike geometry; Cycling; Electromyography; Running; Triathlon
Darryl Thelen,Forward dynamics; Functional electrical stimulation; Gait; Muscle induced motion
Darryl Thelen,Foot-floor contact; Least squares dynamics; Motion capture; Pressure-sensitive insoles
Darryl Thelen,Biarticular muscle; dynamic muscle function; electrical stimulation; musculoskeletal modeling; rectus femoris (RF); stiff-knee gait
Darryl Thelen,Electromyography; Isokinetic strength; Magnetic resonance imaging; Muscle injury; Running
Darryl Thelen,Biceps femoris; Hamstring muscle; Magnetic resonance imaging; Muscle strain; Phase contrast velocity
Darryl Thelen,
Darryl Thelen,Functional rehabilitation; Muscle strain injury; Radiology/medical imaging; Running; Strength training
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,Aging; EMG; Gait; Lower extremity; Muscles; Speed
Darryl Thelen,
Darryl Thelen,Aging; Center of mass; Gait; Lateral balance; Lower extremity
Darryl Thelen,Biarticular muscle; Dynamic function; Musculo skeletal modeling; Three-dimensional muscle function
Darryl Thelen,Gait; Geometric constraints; Initial conditions; Joint moments; Noise rejection; Numerical integration; Residual forces
Darryl Thelen,Dynamic simulation; Gait; Limb stiffness; Limit cycle
Darryl Thelen,
Darryl Thelen,Hamstrings; MRI; Muscle injury; Remodeling; Repair
Darryl Thelen,Bicycle fitting; Dynamic loading; Ischial tuberosity width; Saddle design
Darryl Thelen,Biarticular energy transfer; Gait; Joint powers; Passive moments
Darryl Thelen,Aging; Gait; Joint powers; Lower extremity; Passive moments
Darryl Thelen,Biarticular muscle; Electrical stimulation; Forward dynamic simulation; Induced acceleration; Musculoskeletal model
Darryl Thelen,Bicycle fitting; Hip motion; Kinematics; Motion capture; Saddle
Darryl Thelen,Cerebral palsy; Dynamic simulation; Gait; Muscle function; Swing phase
Darryl Thelen,Forward dynamic simulation; Motion analysis; Muscle strain injury; Musculoskeletal modeling; Stretch shortening cycle
Darryl Thelen,Cerebral palsy; Dynamic simulation; Gait; Muscle function; Swing phase
Darryl Thelen,Computed muscle control; Forward dynamic simulation; Musculoskeletal modeling; Open-source software
Darryl Thelen,Bi-articular muscles; Gait; Passive tension
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,Biomechanics; Computer simulation; Forward dynamics; Motion analysis; Muscle injury; Sprinting; Stretch shortening cycle; Tendon compliance
Darryl Thelen,Control; Dynamic simulation; Gait; Musculoskeletal modeling; Optimization
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,Muscle strain; Musculoskeletal model; Musculotendon length; Periodic prediction model
Darryl Thelen,Aged; Ankle; Biomechanics; Hip; Rehabilitation; Walking
Darryl Thelen,Balance; Forward fall; Human; Motor control; Step length
Darryl Thelen,Forward dynamics; Motion analysis; Muscle injury; Musculoskeletal modeling; Stretch-Shortening cycle; Tendon compliance
Darryl Thelen,Moment arm; Motion analysis; Muscle strain; Muscle-tendon length; Musculoskeletal modeling
Darryl Thelen,
Darryl Thelen,Cerebral palsy; Coupling; Extension synergy; Joint moments; Maximal exertion
Darryl Thelen,Control; Dynamic simulation; Musculoskeletal modeling; Optimization; Pedaling
Darryl Thelen,
Darryl Thelen,Aging; Dynamics; Falls; Joint torques; Range of motion
Darryl Thelen,Aging; Balance recovery; EMG; Falls; Muscles; Stepping
Darryl Thelen,ADLs; Ambulation; Disability; Mobility
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,
Darryl Thelen,biomechanics; electromyography; lumbar spine; myoelectric signals; trunk muscles
Mark Anderson,Concentrated solar power; Diffusion-bonded heat exchanger; Molten Salt Reactor (MSR); Thermal energy storage; Zig-zag microchannels
Mark Anderson,Additive manufacturing (AM); Haynes 282 (H282); Mechanical properties; Nickel-based superalloy; Super critical CO2 (sCO2)
Mark Anderson,Concentrated solar power; Heat transfer fluid; Packed-bed flow; Particle; Silica; Thermal energy storage
Mark Anderson,
Mark Anderson,Liquid sodium; Low Prandtl number fluids; Sodium fast reactor; Thermal stratification
Mark Anderson,Accident tolerant fuel; APMT; ATF; C26M; Critical heat flux (CHF); FeCrAl alloys; surface chemistry; wettability
Mark Anderson,Calibration; fluid flow measurement; Lithium; nuclear power generation; Potassium; Sodium
Mark Anderson,
Mark Anderson,Cold trapping; Liquid sodium; Plugging meter; Sodium coolant; Versatile Test Reactor
Mark Anderson,316 Stainless Steel; Carburization; Mechanical properties; Oxidation; Supercritical carbon dioxide
Mark Anderson,Aerosols; Decontamination factor; Pool scrubbing; Sodium fast reactor; Source term
Mark Anderson,Advanced nuclear reactor development; Diffusion-bonded heat exchanger; High temperature gas reactor; Printed-circuit heat exchanger
Mark Anderson,Conduction; Energy systems; Forced convection; Heat and mass transfer; Heat exchangers; Porous media; Thermal systems; Very high temperature heat transfer
Mark Anderson,Accident tolerant fuel; Chromium coated zirconium; Flow boiling heat transfer; Shadowgraph; Void fraction
Mark Anderson,Advanced power cycles; Concentrating solar power; Energy system simulation; Power generation; Renewable energy; Supercritical CO2 cycles
Mark Anderson,CO2 power cycle; CO2 utilization; Compact heat exchanger; Natural oil extraction; Reciprocating compressor
Mark Anderson,Accident tolerant fuel; Cold spray; Cr-coated Zircaloy-4; Critical heat flux; Physical vapor deposition; Surface chemistry; Wettability
Mark Anderson,heat transfer; Molten salts; review
Mark Anderson,computational fluid dynamics; sensitivity analysis; sodium fast reactor; system code; Thermal stratification
Mark Anderson,Heat transfer; Liquid sodium; SFR; Stratification
Mark Anderson,CHF correlation; Heat transfer; Pressurized water reactor; Rod bundle; Water-cooled nuclear reactor
Mark Anderson,Optical fibers for sensing; salt systems; sodium systems; solar energy
Mark Anderson,Concentrating solar power; Experimental validation; Regenerator; Supercritical CO2; Supercritical CO2 cycles; Transient simulation
Mark Anderson,Carburization; Corrosion protection; Mechanical properties; Oxidation; Stainless steel; Supercritical carbon dioxide
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Bragg-Gray; General Atomics (TRIGA); ionization chamber; Isotopes; kerma; neutron-gamma discrimination; nuclear heating; Research; Training
Mark Anderson,
Mark Anderson,CVD diamond; diamond thermistor; high temperature; laser welding; sheath tube
Mark Anderson,Mechanical properties; Nickel-base superalloy; Oxidation; Supercritical carbon dioxide; Welding
Mark Anderson,ASME Boiler and Pressure Vessel Code; Compact heat exchanger (CHX); Inservice inspection (ISI); Monitoring; Nondestructive examination; Printed circuit heat exchanger (PCHE); Reliability and Integrity Management (RIM); Section XI Division 2
Mark Anderson,ASME Boiler and Pressure Vessel Code; Compact heat exchanger (CHX); Nuclear design; Printed circuit heat exchanger (PCHE); Section III Division 5
Mark Anderson,Flibe; Flow loop; Heat transfer; Molten salt; Natural circulation
Mark Anderson,Periodic flow; Regenerator; Supercritical CO2; Testing
Mark Anderson,Heat treatment; INCONEL 740H; Mechanical properties; Supercritical carbon dioxide; Welding
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,AFM Atomic Force Microscope; ATF Accident Tolerant Fuel; CHF Critical Heat Flux; SEM Scanning Electron Microscope; XRD X-Ray Diffraction
Mark Anderson,Diffusion-bonded heat exchanger; Molten salt reactor; Nitrate salt; Section III Code Case
Mark Anderson,
Mark Anderson,Flow velocity; Molten salt; Natural circulation
Mark Anderson,heating rate; ionization chamber; kerma rate; neutron/gamma ratio; TRIGA reactor
Mark Anderson,
Mark Anderson,Alloy 800H; Carburization; Oxidation; Recrystallization; Supercritical CO2
Mark Anderson,
Mark Anderson,
Mark Anderson,Fission reactors; Nuclear power generation; Optical fiber applications; Optical fiber sensors; Temperature sensors
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Code-to-code comparison; Heat transfer; Supercritical water (SCW); Thermal hydraulics; Validation
Mark Anderson,Brayton; Recuperator; Regenerator; Supercritical CO2
Mark Anderson,Cross correlation velocimetry; Liquid sodium; Optical fiber; Rayleigh backscatter; Sodium fast reactor; Stratification; Tee junction; Thermal striping
Mark Anderson,Efficiency; Exergy; Fluid mechanics; Heat transfer; SCO2 cycles; Thermodynamic systems; Thermodynamics
Mark Anderson,
Mark Anderson,High-pressure; High-temperature; HTGR; HTHF; PCHE; Recuperator; S-CO2 Brayton cycle; STL
Mark Anderson,Optical fiber; SFR; Sodium; Striping; Thermal response
Mark Anderson,Dynamic reference electrode; Electrochemistry; FLiBe; Molten fluoride salt; Redox potential
Mark Anderson,
Mark Anderson,Brayton cycle; Haynes 230; Impurities; Oxidation; Supercritical carbon dioxide
Mark Anderson,Distributed temperature sensors; Natural circulation; Temperature mixing
Mark Anderson,Flibe; Molten salt reactor; Redox potential
Mark Anderson,
Mark Anderson,Gas-service valve model; Homogeneous equilibrium model; OpenFOAM; Supercritical carbon dioxide; Supercritical CO2 Brayton cycle; Valve
Mark Anderson,Numerical simulation; Printed circuit heat exchanger; Probability density function; Supercritical CO2 Brayton cycle; Turbulent convective heat transfer
Mark Anderson,
Mark Anderson,
Mark Anderson,Genetic algorithms; Multi-objective optimization; PCHE; Zigzag channel
Mark Anderson,
Mark Anderson,MC21; MCNP; Monte Carlo; Nuclear heating
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,"Corrosion; FLiBe; Hastelloy N; Molten salt; Nuclear reactor, UNS N10003"
Mark Anderson,Buoyancy effects; Heat transfer; Supercritical carbon dioxide
Mark Anderson,
Mark Anderson,CFD; Homogeneous equilibrium model; OpenFOAM; Supercritical fluid; Two-phase flow
Mark Anderson,
Mark Anderson,
Mark Anderson,Flow instabilities; Natural circulation; Passive safety; Scaled experiments
Mark Anderson,ASME; GFR; PCHE; S-CO2 cycle; S-shaped fin; Stress concentration
Mark Anderson,MHTGR; Natural circulation; RCCS; Riser
Mark Anderson,CFD validation; Distributed optical temperature sensors; Natural circulation; Temperature mixing
Mark Anderson,Mechanical integrity; Printed circuit heat exchanger; Stress modeling
Mark Anderson,Condensation model; Diffusion layer model; MELCOR; Noncondensable gas; RELAP5-3D
Mark Anderson,Homogeneous equilibrium model; Open foam; Supercritical carbon dioxide; Valve
Mark Anderson,Numerical simulation; Printed circuit heat exchanger; Probability density function; Supercritical CO2 brayton cycle; Turbulent convective heat transfer
Mark Anderson,Fast reactor; Fiber optics; Instrumentation; Liquid sodium; Optical fiber
Mark Anderson,Decay heat; Flow oscillation; MHTGR; Natural circulation; RCCS
Mark Anderson,
Mark Anderson,Corrosion; Graphite; Molten salt
Mark Anderson,A. Stainless steels; B. SEM; B. STEM; C. Carburization; C. High temperature corrosion; C. Oxidation
Mark Anderson,Boil-off; Natural circulation; Passive safety; Two-phase; Water storage tank
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,FHR test reactor; Fluoride-salt-cooled high-temperature; Neutronics; Nuclear materials; Reactor (FHR); Structural mechanics; Thermal hydraulics
Mark Anderson,
Mark Anderson,Chemical analysis; Failures; Hot corrosion; Microanalysis
Mark Anderson,
Mark Anderson,Choked flow; Critical flow; Discharge coefficient; Orifice; Supercritical carbon dioxide; Two-phase flow
